paper_id	triage_category	is_core_for_modeling	main_track	target_product_type	quote_grounded	rationale	evidence_quote	error	model	run_id
rna-seq-analysis-of-a-pax3-expressing-myoblast-clone-in-vitro-and-effect-of-cult	B	no	cell	muscle	no	The paper focuses on substrate stiffness effects on myoblast differentiation and gene expression, not on culture medium composition, serum reduction, growth factors, or food-grade supplements. It lacks extractable quantitative or mechanistic detail relevant to medium-centered cultivated meat researc	RNA-Seq analysis of a Pax3-expressing myoblast clone in-vitro and effect of culture surface stiffness on differentiation... The aim of this research was to perform an extensive differential gene expression analysis... how gene expression was affected by culturing these cells on soft surfaces...		deepseek-chat	20260715T010026
satellite-cells-delivered-in-their-niche-efficiently-generate-functional-myotube	B	no	scaffold	muscle	no	The paper focuses on 3D scaffold systems for skeletal muscle engineering using satellite cells, but provides no extractable quantitative or mechanistic detail on culture medium composition, serum reduction, growth factors, or food-grade supplements, which are the core focus of this medium-centered r	To create a 3D skeletal muscle model we compared collagen I, Fibrin or PEG-Fibrinogen with different sources of murine and human myogenic cells.		deepseek-chat	20260715T010026
survival-and-proliferation-under-severely-hypoxic-microenvironments-using-cell-l	B	no	scaffold	general/platform	no	The paper focuses on oxygen-releasing hydrogels for tissue engineering and ischemic conditions, not on culture medium composition, serum reduction, growth factors, or food-grade supplements for cultivated meat. It is supplementary to the medium-centered review as it addresses a bioprocess challenge 	We used gelatin methacryloyl (GelMA) hydrogels containing these OMPs to stimulate survival and proliferation of encapsulated skeletal myoblasts and optimized the OMP concentration for sustained oxygen delivery over more than a week.		deepseek-chat	20260715T010026
a-comprehensive-review-of-current-approaches-in-bladder-cancer-treatment	C	no	systems_review	general/platform	yes	This paper is a clinical review of bladder cancer treatments (chemotherapy, immunotherapy, radiation, etc.) with no mention of cultivated meat, cell culture medium, serum reduction, growth factors, or any food-grade supplements relevant to cultured meat production.	The review discusses radiation therapy, photodynamic therapy, gene therapy, chemotherapy, and nanomedicine in relation to non muscle-invasive cancers and muscle-invasive bladder cancers, as well as systemic treatments.		deepseek-chat	20260715T010026
achieving-myoblast-engraftment-into-intact-skeletal-muscle-via-extracellular-mat	C	no	structured_tissue	muscle	no	The paper focuses on cell transplantation therapy for sarcopenia using ECM components to improve myoblast engraftment in intact mouse muscle. It does not address culture medium composition, serum reduction, growth factors, small molecules, or food-grade supplements relevant to cultivated meat produc	myoblasts mixed with ECM components can be engrafted into intact skeletal muscle and significantly increase muscle mass in a mouse model. These findings implicate cell transplantation therapy as a viable option for the treatment of sarcopenia.		deepseek-chat	20260715T010026
age-and-prior-exercise-in-vivo-determine-the-subsequent-in-vitro-molecular-profi	C	no	cell	muscle	no	The paper investigates age and exercise effects on human myoblast and fibroblast molecular profiles in vitro, but it does not address culture medium composition, serum reduction, growth factors, small molecules, or food-grade supplements relevant to cultivated-meat medium development.	The decline in skeletal muscle regenerative capacity with age is partly attributed to muscle stem cell (satellite cell) dysfunction... how the aging process alters this cell memory has not been established at the molecular level.		deepseek-chat	20260715T010026
aligned-ovine-diaphragmatic-myoblasts-overexpressing-human-connexin-43-seeded-on	C	no	scaffold	general/platform	no	The paper focuses on cardiac regeneration using diaphragmatic myoblasts and PLLA scaffolds, with no mention of cultivated meat, culture medium optimization, or food-grade supplements. It is entirely peripheral to the medium-centered review.	Aligned ovine diaphragmatic myoblasts overexpressing human connexin-43 seeded on poly (L-lactic acid) scaffolds for potential use in cardiac regeneration		deepseek-chat	20260715T010026
assessment-of-laser-synthesized-si-nanoparticle-effects-on-myoblast-motility-pro	C	no	cell	muscle	no	The paper focuses on silicon nanoparticles for regenerative medicine and tissue engineering, not on culture medium composition, serum reduction, growth factors, or food-grade supplements relevant to cultivated meat.	This work opens up novel exciting prospects for Si-NPs made by the laser process as innovative tools for skeletal muscle tissue engineering in view of developing novel therapeutic protocols for regenerative medicine.		deepseek-chat	20260715T010026
author-correction-spontaneous-immortalization-of-chicken-fibroblasts-generates-s	C	no	cell	general/platform	yes	This is a minor author correction notice that only fixes scale bar misidentifications and omissions in figures; it contains no extractable data or methods relevant to culture medium, serum-free production, or any other technological aspect of cultivated meat.	In the version of this article initially published, scale bars were misidentified in Fig. 1a (20, not 100 μm) and were omitted from Fig. 3f (500 μm) and 3h (100 μm (top row) and 10 mm (bottom row)).		deepseek-chat	20260715T010026
available-in-vitro-models-for-human-satellite-cells-from-skeletal-muscle	C	no	systems_review	general/platform	yes	This review focuses on human satellite cell models for preclinical and therapeutic applications, not on cultivated-meat production. It contains no extractable data on culture medium optimization, serum reduction, growth factors, or food-grade supplements relevant to a medium-centered knowledge base.	This review will survey in vitro 2D/3D models of human satellite cells to assess skeletal muscle biology for pre-clinical investigations and future directions.		deepseek-chat	20260715T010026
biofabrication-of-3d-adipose-tissue-via-assembly-of-composite-stem-cell-spheroid	C	no	structured_tissue	fat	yes	The paper focuses on biofabrication of 3D adipose tissue for clinical/organ model applications using nanofiber-based delivery of indomethacin and insulin, not on cultivated meat production or culture medium optimization for meat-relevant cell types. It lacks extractable quantitative or mechanistic d	Reconstruction of large 3D tissues based on assembly of micro-sized multi-cellular spheroids has gained attention in tissue engineering... The approach described here holds promise for the generation of 3D adipose tissue constructs by scaffold-free assembly of stem cell spheroids with potential appl		deepseek-chat	20260715T010026
cardiac-regeneration-different-cells-same-goal	C	no	systems_review	general/platform	no	This paper reviews cell types for cardiac regeneration, with no mention of culture medium, serum reduction, growth factors, or food-grade supplements relevant to cultivated meat. It is peripheral to the medium-centered focus.	Cardiac regeneration could provide a solution... we present a basic overview of the various cell types that have been used in both the clinical and research setting with respect to myocardial differentiation.		deepseek-chat	20260715T010026
cellular-self-assembly-with-microsphere-incorporation-for-growth-factor-delivery	C	no	scaffold	general/platform	yes	The paper focuses on vascular tissue engineering using smooth muscle cells and gelatin microspheres for growth factor delivery, with no direct relevance to cultivated-meat culture medium, serum reduction, or food-grade supplements.	Cellular self-assembly has been used to generate living tissue constructs as an alternative to seeding cells on or within exogenous scaffold materials... we assessed the feasibility of incorporating gelatin microspheres within vascular tissue rings during cellular self-assembly to achieve growth fac		deepseek-chat	20260715T010026
computational-model-of-vascular-endothelial-growth-factor-spatial-distribution-i	C	no	systems_review	general/platform	yes	The paper models VEGF spatial distribution in rat skeletal muscle for therapeutic angiogenesis, not cultivated meat. It lacks any mention of culture medium, serum reduction, growth factors for cell culture, or food-grade supplements relevant to cultivated meat production.	Computational model of vascular endothelial growth factor spatial distribution in muscle and pro-angiogenic cell therapy... We have constructed a biophysically and molecularly detailed computational model to study microenvironmental transport of two isoforms of VEGF in rat extensor digitorum longus 		deepseek-chat	20260715T010026
controlled-growth-factor-delivery-and-cyclic-stretch-induces-a-smooth-muscle-cel	C	no	cell	general/platform	yes	The paper focuses on smooth muscle tissue engineering for regenerative medicine (bladder, sphincter, vascular), not on cultivated meat. It lacks any mention of food-grade supplements, serum reduction, or culture medium optimization relevant to cultivated meat production.	As the population ages, higher numbers of patients will need to be treated for diseases characterized by dysfunction of smooth muscle, including cardiovascular disease [1], and urinary incontinence [2].		deepseek-chat	20260715T010026
cultivated-manatee-meat-aiding-amazon-biodiversity-conservation-discussing-a-pro	C	no	systems_review	general/platform	no	The paper is a conceptual business-model and conservation-policy discussion about using cultivated manatee meat to reduce poaching in the Amazon. It contains no extractable quantitative or mechanistic detail on culture medium, serum reduction, growth factors, or food-grade supplements, and is theref	The aim of this study is to explore the impacts of introducing the Amazon manatee CM into the traditional meat value chain as a tool to aid the biodiversity of the Amazon Basin. Thus, we developed a strengths, weaknesses, opportunities, and threats matrix from the content analysis of 11 interviews..		deepseek-chat	20260715T010026
decellularized-human-umbilical-tissue-derived-hydrogels-promote-proliferation-an	C	no	scaffold	general/platform	yes	The paper focuses on cartilage tissue engineering for regenerative medicine using decellularized human umbilical cord hydrogels and chondrogenic differentiation of MSCs. It has no connection to cultivated meat, muscle/fat tissue engineering for food, or culture medium optimization for serum-free or 	Tissue engineering is a promising approach for the repair and regeneration of cartilaginous tissue... the present study aimed to establish a protocol for the formulation of a hydrogel from decellularized human umbilical cord (DUC) tissue, and assess its application in the proliferation and different		deepseek-chat	20260715T010026
development-of-a-vitrification-method-for-preserving-human-myoblast-cell-sheets	C	no	bioprocess	general/platform	no	The paper focuses on vitrification preservation of human myoblast cell sheets for myocardial regeneration, a medical application with no direct relevance to cultivated-meat culture medium or food-grade supplements.	Development of a vitrification method for preserving human myoblast cell sheets for myocardial regeneration therapy		deepseek-chat	20260715T010026
directional-topography-gradients-drive-optimum-alignment-and-differentiation-of	C	no	scaffold	muscle	no	The paper focuses on topographical guidance of human myoblast alignment and differentiation on PDMS substrates, with no mention of culture medium composition, serum reduction, growth factors, or food-grade supplements. It is a tissue-engineering study on scaffold topography, not medium-centered.	We used a polydimethylsiloxane‐based substrate containing an aligned topography gradient... we evaluated the effect of topography on human myoblasts distribution, dominant orientation, cell area, nuclei coverage...		deepseek-chat	20260715T010026
enhancement-of-myoblast-microencapsulation-for-gene-therapy	C	no	cell	general/platform	no	The paper focuses on microencapsulation for gene therapy, not on cultivated meat or culture medium optimization. It lacks extractable quantitative or mechanistic detail on serum reduction, growth factors, or food-grade supplements relevant to cultivated meat.	One method of nonviral-based gene therapy is to implant microencapsulated nonautologous cells genetically engineered to secrete the desired gene products.		deepseek-chat	20260715T010026
enhancing-myoblast-fusion-and-myotube-diameter-in-human-3d-skeletal-muscle-const	C	no	bioprocess	muscle	no	The paper focuses on electromagnetic stimulation for skeletal muscle tissue engineering, not on culture medium composition, serum reduction, growth factors, or food-grade supplements. It lacks extractable quantitative or mechanistic detail relevant to medium-centered cultivated meat research.	Here, we evaluated the effects of PEMF stimulation on human skeletal muscle cells both in 2D and 3D experiments... This work shows the potential of electromagnetic stimulation for enhancing myotube formation both in 2D and 3D		deepseek-chat	20260715T010026
examining-muslims-opinions-toward-cultured-meat-in-singapore-the-influence-of-pr	C	no	systems_review	general/platform	no	This paper is a social science survey on Muslim consumer attitudes and media influence, with no extractable data on culture medium composition, serum reduction, growth factors, or any medium-centered technological detail.	This study examines how halal consciousness acts as a precursor to the influence of presumed media influence model to explain Muslims' views (i.e., attitudes and behavioral intentions) toward cultured meat.		deepseek-chat	20260715T010026
generating-human-skeletal-myoblast-spheroids-for-vascular-myogenic-tissue-engine	C	no	structured_tissue	muscle	no	The paper focuses on generating human skeletal myoblast spheroids for vascular myogenic tissue engineering, with no mention of culture medium composition, serum reduction, growth factors, small molecules, or food-grade supplements relevant to cultivated meat medium development.	Generating human skeletal myoblast spheroids for vascular myogenic tissue engineering... co-culture spheroids combining human skeletal myoblasts and human adipose-derived stem cells were created... pre-vascularization strategy, through addition of endothelial cells, resulted in the formation of sphe		deepseek-chat	20260715T010026
glycogenome-expression-dynamics-during-mouse-c2c12-myoblast-differentiation-sugg	C	no	cell	muscle	no	This paper studies glycogenome expression dynamics during C2C12 myoblast differentiation, focusing on glycan structures and membrane glycoconjugates. It does not address culture medium composition, serum reduction, growth factors, small molecules, or food-grade supplements, and provides no extractab	a quantitative real-time RT-PCR technology was used to profile the dynamic expression of 375 glycogenes during the differentiation of C2C12 myoblasts into myotubes		deepseek-chat	20260715T010026
identification-of-novel-myo18a-interaction-partners-required-for-myoblast-adhesi	C	no	cell	muscle	no	This paper focuses on fundamental developmental biology of MYO18A in zebrafish myoblast adhesion and muscle integrity, with no mention of culture medium, serum reduction, growth factors, small molecules, or food-grade supplements. It provides no extractable data for medium-centered cultivated meat t	Identification of novel MYO18A interaction partners required for myoblast adhesion and muscle integrity		deepseek-chat	20260715T010026
impact-of-media-type-on-callus-morphology-and-standardization-of-withania-somnif	C	no	cell	general/platform	yes	The paper focuses on medicinal plant cell culture for secondary metabolite production (withanolides, polyphenols, flavonoids) and explicitly mentions 'cellular agriculture' only as a conceptual extension. It does not address cultivated-meat medium components (serum-free, food-grade, growth factors f	The medicinal plant, Withania somnifera L. cell culture is sustainable source of important medicinal active ingredients... modification in the nutrient media composition significantly improves the W. somnifera cells growth (biomass) and secondary metabolism, and this study concept the cellular agric		deepseek-chat	20260715T010026
impact-of-static-magnetic-fields-on-human-myoblast-cell-cultures	C	no	cell	muscle	no	The paper focuses on static magnetic fields as a differentiation stimulus for tissue engineering, not on culture medium composition, serum reduction, growth factors, or food-grade supplements. It lacks extractable quantitative or mechanistic detail on medium optimization for cultivated meat.	The objective of this study was to determine the influence of static magnetic fields (SMF) on human satellite cell cultures as one of the preferred stem cell sources in skeletal muscle tissue engineering.		deepseek-chat	20260715T010026
influence-of-static-magnetic-fields-on-human-myoblastmesenchymal-stem-cell-co-cu	C	no	cell	muscle	no	The paper investigates static magnetic fields for human myoblast/MSC co-cultures in a tissue-engineering context, but it is not centered on culture medium composition, serum reduction, or food-grade supplements. It provides no extractable quantitative or mechanistic detail on medium optimization rel	The present study investigated the differentiation potential of static magnetic fields (SMFs), using co‑cultures of human satellite cells and human mesenchymal stem cells (MSCs).		deepseek-chat	20260715T010026
knockdown-of-subunit-3-of-the-cop9-signalosome-inhibits-c2c12-myoblast-different	C	no	cell	muscle	no	The paper investigates CSN3 knockdown in C2C12 myoblast differentiation via NF-κB signaling, but it does not address culture medium optimization, serum reduction, growth factors, or food-grade supplements relevant to cultivated meat medium development.	The main goal of this study was to identify whether CSN3 participates in myoblast differentiation and the signalling mechanisms involved using C2C12 cells as a skeletal muscle cell model.		deepseek-chat	20260715T010026
l-and-s-endoglin-differentially-modulate-tgf1-signaling-mediated-by-alk1-and-alk	C	no	cell	muscle	no	The paper investigates TGFβ1 signaling via endoglin isoforms in L6E9 myoblasts, focusing on fundamental cell biology (Smad pathways, collagen I, proliferation) without any connection to culture medium, serum reduction, growth factors for cultivated meat, or food-grade supplements.	Here, we analyze the effect of L- and S-endoglin on TGFβ1 signaling and on collagen I synthesis and cell proliferation in L6E9 myoblasts.		deepseek-chat	20260715T010026
lack-of-galectin-1-results-in-defects-in-myoblast-fusion-and-muscle-regeneration	C	no	cell	muscle	yes	This paper investigates the role of galectin-1 in myoblast fusion and muscle regeneration in a mouse model, with no mention of culture medium, serum reduction, growth factors, small molecules, or food-grade supplements relevant to cultivated meat medium development.	Galectin-1 has been implicated in the development of skeletal muscle, being maximally expressed at the time of myofiber formation. Furthermore, in the presence of exogenous galectin-1, mononuclear myoblasts show increased fusion in vitro.		deepseek-chat	20260715T010026
lnc-meg8-regulates-yak-myoblast-differentiation-via-the-mir-22-3prtl1-axis	C	no	cell	muscle	no	The paper focuses on molecular mechanisms of yak myoblast differentiation (Lnc-MEG8/miR-22-3p/RTL1 axis) with no mention of culture medium, serum reduction, growth factors, small molecules, or food-grade supplements relevant to cultivated meat medium design.	Lnc-MEG8 regulates yak myoblast differentiation via the miR-22-3p/RTL1 axis... providing insights that could advance muscle tissue engineering and enhance yak meat quality.		deepseek-chat	20260715T010026
long-term-controlled-growth-factor-release-using-layer-by-layer-assembly-for-the	C	no	structured_tissue	general/platform	no	Paper focuses on in vivo tissue-engineered blood vessels using layer-by-layer growth factor release, not on cultivated meat culture medium. No extractable data on serum reduction, growth factors for muscle/fat cell culture, or food-grade supplements relevant to cultivated meat medium development.	Long-term controlled growth factor release using layer-by-layer assembly for the development of In vivo tissue-engineered blood vessels		deepseek-chat	20260715T010026
mir-760-regulates-skeletal-muscle-proliferation-in-rheumatoid-arthritis-by-targe	C	no	cell	muscle	no	The paper focuses on miR-760 regulation of skeletal muscle proliferation in the context of rheumatoid arthritis, not on cultivated meat or culture medium optimization. No extractable quantitative or mechanistic detail relevant to medium formulation, serum reduction, growth factors, or food-grade sup	miR‑760 inhibited proliferation and differentiation by targeting Myo18b in C2C12 myoblasts. The results of the present study may contribute to understanding the mechanisms underlying RA skeletal muscle proliferation		deepseek-chat	20260715T010026
myoblast-differentiation-of-human-mesenchymal-stem-cells-on-graphene-oxide-and-e	C	no	scaffold	muscle	yes	The paper focuses on graphene oxide scaffolds for myogenic differentiation of mesenchymal stem cells, with no mention of culture medium composition, serum reduction, growth factors, or food-grade supplements. It is a scaffold-focused tissue engineering study with no extractable value for a medium-ce	human cord blood derived mesenchymal stem cells (CB-hMSCs) were differentiated to skeletal muscle cells (hSkMCs) on spin coated thin GO sheets composed of GOnPs and on electrospun fibrous meshes of GO–PCL (poly-caprolactone) composite		deepseek-chat	20260715T010026
myostatin-regulates-proliferation-and-extracellular-matrix-mrna-expression-in-ni	C	no	cell	general/platform	no	The paper studies myostatin effects on fibroblast proliferation and ECM expression in a non-food-grade, serum-containing system (10% FBS-DMEM) using NIH3T3 cells, which are not muscle or fat cells relevant to cultivated meat. It lacks extractable quantitative or mechanistic detail on culture medium 	Cells were seeded ... in 10% FBS-DMEM ... incubated with ... bovine recombinant myostatin protein		deepseek-chat	20260715T010026
possible-involvement-of-hic-5-a-focal-adhesion-protein-in-the-differentiation-of	C	no	cell	muscle	yes	This paper investigates the role of the focal adhesion protein Hic-5 in C2C12 myoblast differentiation, focusing on basic cell biology and integrin signaling. It does not address culture medium composition, serum reduction, growth factors, small molecules, or food-grade supplements relevant to culti	Hic-5, a focal adhesion protein, has been implicated in cellular senescence and differentiation. In this study, we examined its involvement in myogenic differentiation.		deepseek-chat	20260715T010026
process-dependent-variations-in-the-proliferation-of-myoblasts-fibroblasts-and-c	C	no	scaffold	general/platform	yes	The paper investigates cell proliferation on laser-sintered polypropylene for biomedical implants, not for cultivated meat. It contains no mention of culture medium, serum reduction, growth factors, or food-grade supplements relevant to a medium-centered review.	Additively manufactured polyolefins find broad applications in medical engineering... the response of myoblasts, chondrocytes, and fibroblasts has been characterized in this study.		deepseek-chat	20260715T010026
regulation-of-dystroglycan-gene-expression-in-early-myoblast-differentiation	C	no	cell	muscle	no	The paper focuses on dystroglycan gene regulation in the context of muscular dystrophy therapy, not on culture medium optimization or cultivated meat production. It lacks extractable quantitative or mechanistic detail relevant to medium-centered cultivated meat technology.	Our study sheds new light on dystroglycan regulation and function in myoblast differentiation and presents a potential avenue for re-establishing signal integration of a specific chromatin state pharmacologically to overcome muscle pathology		deepseek-chat	20260715T010026
repair-of-impaired-myocardium-by-means-of-implantation-of-engineered-autologous	C	no	structured_tissue	general/platform	no	This paper is a cardiac tissue engineering study using myoblast sheets for heart repair, with no focus on culture medium composition, serum reduction, growth factors, or food-grade supplements relevant to cultivated meat. It is peripheral to the medium-centered review.	Myoblast sheets were constructed with temperature-responsive, polymer-grafted cell-culture dishes, which release the confluent cells from the dish surface at less than 20°C.		deepseek-chat	20260715T010026
rheumatoid-cachexia-the-underappreciated-role-of-myoblast-macrophage-and-fibrobl	C	no	systems_review	general/platform	yes	The paper is a clinical review of rheumatoid cachexia pathophysiology, with no mention of cultivated meat, culture medium, serum reduction, growth factors, or food-grade supplements. It provides no extractable quantitative or mechanistic detail relevant to medium-centered cultivated-meat technology.	Although rheumatoid arthritis affects 1% of the global population, the role of rheumatoid cachexia... This review summarizes the most recent literature characterising clinical RA cachexia and links these features to the roles of and complex communication between multiple cellular contributors in the		deepseek-chat	20260715T010026
satellite-cell-regulation-following-myotrauma-caused-by-resistance-exercise	C	no	cell	muscle	no	This review focuses on satellite cell regulation after resistance exercise in vivo, not on culture medium composition, serum reduction, or growth factor optimization for cultivated meat. It lacks extractable quantitative or mechanistic detail relevant to medium-centered technology.	The purpose of this paper is to review the role of satellite cells and growth factors in skeletal muscle hypertrophy that follows resistance exercise.		deepseek-chat	20260715T010026
schwann-cells-promote-myogenic-differentiation-of-myoblasts-and-adipogenic-mesen	C	no	structured_tissue	muscle	yes	The paper focuses on Schwann cells for skeletal muscle tissue engineering and regenerative medicine, not on cultivated meat or culture medium optimization. No extractable data on serum reduction, growth factors, small molecules, or food-grade supplements relevant to cultivated meat medium.	For the purpose of skeletal muscle tissue engineering, different cell types have been investigated regarding their myogenic differentiation potential... It was hypothesized that SCs, as part of the peripheral nervous system, promote the myogenic differentiation of Mb/ADSC co-cultures.		deepseek-chat	20260715T010026
secretome-from-in-vitro-mechanically-loaded-myoblasts-induces-tenocyte-migration	C	no	structured_tissue	general/platform	no	The paper studies muscle-tendon crosstalk for tendon healing, not cultivated meat. It provides no extractable data on culture medium, serum reduction, growth factors, or food-grade supplements relevant to cultivated meat production.	Secretome from In Vitro Mechanically Loaded Myoblasts Induces Tenocyte Migration, Transition to a Fibroblastic Phenotype and Suppression of Collagen Production		deepseek-chat	20260715T010026
selecting-the-correct-cellular-model-for-assessing-of-the-biological-response-of	C	no	scaffold	general/platform	yes	The paper focuses on integrin-mediated cell adhesion to collagen biomaterials for tissue engineering, with no mention of culture medium, serum reduction, growth factors, or any cultivated-meat-specific context. It is peripheral to the medium-centered focus of this project.	Accurate evaluation of the biological performance of biomaterials requires the correct assessment of their native-like cell ligation properties... This work offers key guidance in selecting of the correct cellular model for the biological testing of collagen-based biomaterials.		deepseek-chat	20260715T010026
signal-mingle-micropatterns-of-bmp-2-and-fibronectin-on-soft-biopolymeric-films	C	no	scaffold	muscle	no	The paper focuses on BMP-2/fibronectin micropatterns for osteogenic differentiation and mechanotransduction in myoblasts, not on culture medium composition, serum reduction, growth factor optimization, or food-grade supplements relevant to cultivated meat.	Signal mingle: Micropatterns of BMP-2 and fibronectin on soft biopolymeric films regulate myoblast shape and SMAD signaling		deepseek-chat	20260715T010026
single-cell-rnaseq-identifies-heterogeneity-in-myoblasts-from-older-adults-with	C	no	cell	muscle	no	This paper investigates transcriptional heterogeneity of myoblasts from older adults in the context of sarcopenia, not cultivated meat. It contains no information on culture medium, serum reduction, growth factors, small molecules, or food-grade supplements, and is not representative of cultivated-m	Single-cell transcriptomic analysis was carried out on proliferating myoblasts isolated from vastus lateralis biopsies from 132 participants aged 72–83 years from the Hertfordshire Sarcopenia Study extension.		deepseek-chat	20260715T010026
small-heat-shock-protein-b-crystallin-controls-shape-and-adhesion-of-glioma-and	C	no	cell	muscle	no	The paper studies αB-crystallin's role in cell adhesion and migration in glioma and myoblast cells, but it does not address culture medium composition, serum reduction, growth factors, small molecules, or food-grade supplements relevant to cultivated meat medium development. It is a basic cell biolo	Here, we show for the first time that αB-crystallin, a molecular chaperon for tubulin/microtubules, is involved in cell shape determination. Moreover, knockdown of this molecule caused myoblasts and glioma cells to lose their ability for adhesion as they tended to behave like migratory cells.		deepseek-chat	20260715T010026
social-media-analysis-to-understand-the-expected-benefits-by-plant-based-meat-al	C	no	systems_review	general/platform	no	The paper focuses on consumer expectations and marketing mix analysis for plant-based meat alternatives, with no relevance to cultivated-meat culture medium, serum reduction, growth factors, or any technological aspects of the medium-centered review.	This article proposed an investigation of the potential of the content analysis of comments posted on the Instagram social network of food companies that manufacture plant-based alternative meat products to understand the expected benefits by end consumers from the perspective of the classic marketi		deepseek-chat	20260715T010026
study-on-the-current-research-trends-and-future-agenda-in-animal-products-an-asi	C	no	systems_review	general/platform	no	This is a bibliometric review of Asian livestock research trends with only a brief mention of cultured meat as a future agenda item. It contains no extractable quantitative or mechanistic detail on culture medium, serum reduction, growth factors, or any other core medium-centered technology.	Regarding research keywords, 'meat quality' and 'probiotics' were the most common, followed by 'antioxidants', which have been extensively studied in the past, and 'cultured meat', which has recently gained traction.		deepseek-chat	20260715T010026
tgf2-differentially-modulates-smooth-muscle-cell-proliferation-and-migration-in	C	no	scaffold	general/platform	yes	The paper focuses on TGFβ2 modulation of smooth muscle cell behavior in electrospun gelatin-fibrinogen scaffolds for tissue engineering, not for cultivated meat. No mention of serum reduction, food-grade supplements, or medium optimization for cultivated meat production.	A main goal of tissue engineering is the development of scaffolds that replace, restore and improve injured tissue.		deepseek-chat	20260715T010026
the-coverage-of-cultured-meat-in-the-us-and-uk-traditional-media-2013-2019-drive	C	no	systems_review	general/platform	no	This paper is a media-content analysis of news coverage narratives and sources, with no extractable data on culture medium composition, serum reduction, growth factors, or any other technological formulation relevant to a medium-centered review.	The results from a content analysis of 255 articles from 12 US and UK traditional media from 2013 to 2019 show that much of the coverage is prompted by the industry sector, whose representatives are also the most quoted. Positive narratives about cultured meat are much more prominent than cautionary		deepseek-chat	20260715T010026
the-effect-of-low-intensity-shockwave-treatment-li-swt-on-human-myoblasts-and-mo	C	no	cell	muscle	no	The paper investigates low-intensity shockwave therapy for skeletal muscle regeneration and vascularization, not cultivated meat. It contains no data on culture medium, serum reduction, growth factors, or food-grade supplements relevant to a medium-centered review.	The objective of this study is to address the effects of Li-SWT on regenerating skeletal muscle.		deepseek-chat	20260715T010026
the-mouse-c2c12-myoblast-cell-surface-n-linked-glycoproteome	C	no	cell	muscle	no	This paper is a fundamental cell biology study of the C2C12 myoblast surface glycoproteome, not a culture-medium-focused investigation. It provides no extractable data on medium composition, serum reduction, growth factors, or food-grade supplements relevant to cultivated meat medium development.	The cell surface capturing technology was used here to uncover the cell surface N-linked glycoprotein subproteome of myoblasts and to identify potential markers of myoblast differentiation.		deepseek-chat	20260715T010026
the-physical-interaction-of-myoblasts-with-the-microenvironment-during-remodelin	C	no	cell	muscle	no	This paper investigates fundamental myoblast mechanobiology and cytoskeletal remodeling, but does not address culture medium composition, serum reduction, growth factors, or food-grade supplements. It is peripheral to the medium-centered focus of the review.	The Physical Interaction of Myoblasts with the Microenvironment during Remodeling of the Cytoarchitecture... we employed interference reflection microscopy to examine changes in the close physical contact of myoblasts with a substrate during induced remodeling of the cytoarchitecture		deepseek-chat	20260715T010026
transcriptome-response-of-differentiating-muscle-satellite-cells-to-thermal-chal	C	no	cell	muscle	no	The paper focuses on thermal stress effects on turkey satellite cell differentiation in a conventional agricultural context, with no mention of culture medium optimization, serum reduction, growth factors, or food-grade supplements relevant to cultivated meat.	This study was designed to characterize transcriptional changes induced in turkey SCs undergoing differentiation under thermal challenge.		deepseek-chat	20260715T010026
transforming-growth-factor-beta-1-mediates-the-low-frequency-vertical-vibration	C	no	cell	general/platform	no	This paper studies TGF-β1-mediated effects of vertical vibration on rat Achilles tendon tenocytes and tendon stiffness, with no mention of cultivated meat, culture medium, or any food-production context. It is entirely peripheral to the medium-centered review.	Transforming growth factor beta 1 mediates the low-frequency vertical vibration enhanced production of tenomodulin and type I collagen in rat Achilles tendon		deepseek-chat	20260715T010026
tuning-alginate-bioink-stiffness-and-composition-for-controlled-growth-factor-de	C	no	scaffold	general/platform	no	The paper focuses on tuning alginate bioink stiffness for MSC differentiation and growth factor delivery in bone tissue engineering, with no mention of cultivated meat, serum reduction, or food-grade supplements. It is peripheral to the medium-centered review.	Tuning Alginate Bioink Stiffness and Composition for Controlled Growth Factor Delivery and to Spatially Direct MSC Fate within Bioprinted Tissues		deepseek-chat	20260715T010026
understanding-consumer-attitudes-toward-cultured-meat-the-role-of-online-media-f	C	no	systems_review	general/platform	yes	This paper focuses on consumer attitudes and media framing, with no extractable quantitative or mechanistic detail on culture medium, serum reduction, growth factors, or food-grade supplements.	Understanding individuals’ decision-making processes and interpretative patterns is crucial, with media framing playing a key role in shaping attitudes toward cultured meat adoption.		deepseek-chat	20260715T010026
